-2.845925379885275053e+00,5.682274448584030857e+00,-5.712986826864165479e+00,5.341064559572742398e-01
-2.931901279244023328e+00,-8.037700016203427111e+00,2.269136463329430864e+00,-2.190778529968354649e-01
2.372930334137735020e+00,4.650638686068572447e+00,-8.953588645522181366e+00,1.050789688519610898e+01
8.971070068528936847e-01,-9.412813565846180452e+00,1.143969677083622294e+00,-6.541692206469487125e+00
1.974311146761085878e+00,-8.806016755533276452e+00,-4.896135687318869500e+00,-2.020432795949486326e+00
-5.444724901363608982e-01,9.049549680170050792e+00,3.940153328235515673e+00,2.187149594674953956e+00
-8.698166607611327317e-01,5.465835910899288663e+00,-5.929915286381145734e+00,-2.270747896700708868e-01
-9.074601801011750624e+00,7.672893854633716870e+00,9.754303225677247724e+00,4.734216937518993085e+00
-7.650568252480868914e+00,8.896643639631248490e+00,1.105722453156643503e+01,7.027780523796678835e+00
-9.351496433511055528e+00,8.366533593047339679e+00,8.784646639725574246e+00,7.521016122495629119e+00
-8.106638593281067173e+00,9.077024560018015720e+00,8.922231923210716786e+00,6.684091001915600572e+00
1.957862957318707853e+00,-9.487430178848070383e+00,2.152873882784577031e+00,-5.056644170617857981e+00
2.929826926296450473e+00,-6.104289720664450414e+00,-3.295670503662831763e+00,-2.421446485888063549e+00
-4.558381237868781355e+00,-8.373205283060933368e+00,5.687087997887934065e+00,-1.504521542323772332e+00
-8.147951080068109420e+00,8.244228678388386911e+00,9.011814705458888852e+00,4.540635234381905860e+00
1.961747417297402096e+00,-8.885154116697291826e+00,3.070768553983196369e+00,-5.570594286164271658e+00
-9.092350438039066063e+00,8.215292794463751491e+00,8.552277020275056429e+00,5.774335380296211184e+00
-7.228279325559129553e+00,-7.229367297594375685e+00,-9.159962807853393230e+00,9.400270899059544050e+00
6.139046122817553020e+00,-5.718776774728635104e+00,-8.851828009270978015e+00,-6.990158215265172004e+00
7.871935883103760467e+00,-6.012072186804308771e+00,-6.010995687501107909e+00,-6.902261169345003999e+00
-6.676704170299970542e+00,-8.395853708273179450e+00,-7.290822555305949138e+00,9.119400588594224644e+00
-1.004889377815568352e+01,8.522511840250507120e+00,7.965386743909838252e+00,5.269147152085383645e+00
-2.201395854160690835e+00,7.304117735541695744e+00,3.291693414122388361e+00,2.716433777963446872e+00
-1.637571014562625216e+00,4.724778391550506385e+00,-6.278934373436492855e+00,1.518413046608425576e+00
-6.556459476966488786e+00,-7.027712179574614915e+00,-9.304364258504252305e+00,5.728819848231907486e+00
-2.439874171535277192e+00,-8.076820777469308155e+00,6.283483430317719609e+00,-2.921011936076008730e+00
-1.346033870897790585e+00,9.024519189217908632e+00,3.658370185180150447e+00,2.435273158204002808e+00
-1.991709345984292279e+00,-2.794863373738246670e-01,-3.050282665124946835e+00,-4.646680936741680590e+00
-6.480404068545991159e+00,-6.232913653573205259e+00,-9.321514218935384122e+00,8.897509678788736665e+00
2.812447261412828414e+00,-9.376436448041726379e+00,4.217141485253461664e-01,-4.636600143764659343e+00
1.431886142704713594e+00,-6.133274642301482338e+00,-6.326784447021339020e+00,-3.866952535218455278e+00
2.027913649872773227e+00,-7.725844125147630415e+00,2.510636013155554735e+00,-7.088151422042621164e+00
-8.327641091567514309e+00,-9.078915549896027670e+00,-8.398313306582677384e+00,6.821468691146091778e+00
-6.719053210101405327e+00,-6.877063573122532247e+00,-8.401389586889660421e+00,8.514169190285045374e+00
-2.959263094531993765e+00,9.637136060545820726e+00,3.572258406845507217e+00,1.830790198919438616e+00
5.494490147775451305e+00,-7.505046593186196269e+00,-6.753424362417432825e+00,-6.173856313011191865e+00
1.042534954681554771e+00,-6.924319500164429542e+00,-5.002260987721795615e+00,-2.119374151051739208e+00
-9.578980121985173568e+00,9.246891665321825826e+00,9.096853535162967574e+00,4.990185504337863343e+00
2.754004410195960872e+00,-7.431636049911286790e+00,-4.179407313013689951e+00,-3.361648676701571414e+00
5.917896540292962193e+00,-4.995295936510856905e+00,-5.677992917067783196e+00,-4.483300969634912647e+00
-2.905683352213277004e+00,-3.498128059487390917e-01,-2.860115587616086419e+00,-4.267261960374116647e+00
-6.366027084581553197e+00,-7.412810432937858351e+00,-1.000824459234629771e+01,4.451260702217053833e+00
1.714265950678434347e+00,4.941112088190248386e+00,-8.278001367964343160e+00,1.079388085402984210e+01
-3.989128004403623695e+00,4.194630283189270115e-01,6.114425496321229669e-01,-5.561405138438159312e+00
-6.885698102691163669e+00,-6.041618818824304959e+00,-8.756498398088444546e+00,7.224633262307560422e+00
4.772300109966561621e+00,-5.133506340468340312e+00,-6.998863044683616863e+00,-7.521576462021684506e+00
-2.665650240103087043e+00,-8.376487648348924786e-01,-1.710538954374641207e+00,-4.947985944795401991e+00
2.369740776300378826e+00,-7.734022672044084779e+00,2.068643338357313066e+00,-6.283066663290829190e+00
-2.733264047849283784e+00,9.760367253936526044e-01,-1.563623854222515153e+00,-4.703714242702140780e+00
-4.900148266626260352e+00,6.938086421921640934e-01,-1.440166969022241394e+00,-4.754541305674907292e+00
-6.679057993920327618e+00,-5.731472243847231418e+00,-9.854149575614407297e+00,7.385202765346674525e+00
-2.670483334718759316e+00,9.418336985012860652e+00,6.526064737438631802e+00,2.147747496772570930e+00
-3.015861594371838095e+00,-9.159852553986953083e+00,3.027625293225813419e+00,-2.023918894663514489e-01
5.634956863715897768e+00,-5.667530625031117708e+00,-7.288925281917574495e+00,-6.076526047257006624e+00
-3.236334798877618546e+00,8.766767492646817317e+00,4.565445407128055244e+00,2.593841781491410092e+00
1.035745607118863987e+00,-6.965694316141732401e+00,2.185784985118174983e+00,-7.965028415822912322e+00
4.454089314835352198e-02,-8.739520849269149849e+00,2.515458515384223492e+00,-7.269691002602121088e+00
5.711245448126167634e-01,4.149362608074854464e+00,-1.084070355849707035e+01,9.761828925864854511e+00
